video_id,task_id,candidate,episode_ix,success,own_score,robometer_score
task_2__bundle_k_10__episode_10,2,bundle_k_10,10,True,0.870519757270813,0.8130835890769958
task_2__bundle_k_10__episode_11,2,bundle_k_10,11,True,0.8443398475646973,0.8521881103515625
task_2__bundle_k_10__episode_12,2,bundle_k_10,12,True,0.8041903376579285,0.835747241973877
task_2__bundle_k_10__episode_13,2,bundle_k_10,13,True,0.839017391204834,0.8455491065979004
task_2__bundle_k_10__episode_14,2,bundle_k_10,14,True,0.918826699256897,0.8548133969306946
task_2__bundle_k_10__episode_15,2,bundle_k_10,15,True,0.8861615061759949,0.8681056499481201
task_2__bundle_k_10__episode_16,2,bundle_k_10,16,True,0.8494536280632019,0.8449374437332153
task_2__bundle_k_10__episode_17,2,bundle_k_10,17,True,0.867243766784668,0.8304226994514465
task_2__bundle_k_10__episode_18,2,bundle_k_10,18,True,0.854594349861145,0.8356755971908569
task_2__bundle_k_10__episode_19,2,bundle_k_10,19,True,0.52531898021698,0.8225666284561157
task_2__bundle_k_1__episode_00,2,bundle_k_1,0,False,0.3647291958332062,0.6416746377944946
task_2__bundle_k_1__episode_01,2,bundle_k_1,1,True,0.8864778876304626,0.8271622657775879
task_2__bundle_k_1__episode_02,2,bundle_k_1,2,True,0.9253343939781189,0.8289965391159058
task_2__bundle_k_1__episode_03,2,bundle_k_1,3,True,0.7400917410850525,0.7881984114646912
task_2__bundle_k_1__episode_04,2,bundle_k_1,4,False,0.4632130265235901,0.7469788789749146
task_2__bundle_k_1__episode_05,2,bundle_k_1,5,True,0.9280745983123779,0.7740612626075745
task_2__bundle_k_1__episode_06,2,bundle_k_1,6,True,0.7655808925628662,0.821517825126648
task_2__bundle_k_1__episode_07,2,bundle_k_1,7,True,0.8985110521316528,0.839515209197998
task_2__bundle_k_1__episode_08,2,bundle_k_1,8,True,0.7927834987640381,0.7970738410949707
task_2__bundle_k_1__episode_09,2,bundle_k_1,9,True,0.8684295415878296,0.8184410333633423
task_2__bundle_k_1__episode_10,2,bundle_k_1,10,True,0.843699038028717,0.7676990032196045
task_2__bundle_k_1__episode_11,2,bundle_k_1,11,True,0.8684864044189453,0.8465956449508667
task_2__bundle_k_1__episode_12,2,bundle_k_1,12,True,0.8317022919654846,0.8500242233276367
task_2__bundle_k_1__episode_13,2,bundle_k_1,13,True,0.9287784695625305,0.8441862463951111
task_2__bundle_k_1__episode_14,2,bundle_k_1,14,True,0.9159362316131592,0.786515474319458
task_2__bundle_k_1__episode_15,2,bundle_k_1,15,True,0.8100752830505371,0.7810657024383545
task_2__bundle_k_1__episode_16,2,bundle_k_1,16,True,0.8236772418022156,0.7818669080734253
task_2__bundle_k_1__episode_17,2,bundle_k_1,17,False,0.38686177134513855,0.6969935894012451
task_2__bundle_k_1__episode_18,2,bundle_k_1,18,True,0.8784111738204956,0.8481224775314331
task_2__bundle_k_1__episode_19,2,bundle_k_1,19,True,0.8605666756629944,0.837479829788208
task_2__bundle_k_25__episode_00,2,bundle_k_25,0,True,0.9224874377250671,0.7652279138565063
task_2__bundle_k_25__episode_01,2,bundle_k_25,1,True,0.5591961145401001,0.8530808687210083
task_2__bundle_k_25__episode_02,2,bundle_k_25,2,True,0.921879768371582,0.8511068820953369
task_2__bundle_k_25__episode_03,2,bundle_k_25,3,True,0.6689252257347107,0.8222655653953552
task_2__bundle_k_25__episode_04,2,bundle_k_25,4,True,0.8968542218208313,0.8293278813362122
task_2__bundle_k_25__episode_05,2,bundle_k_25,5,True,0.8348603248596191,0.7595592141151428
task_2__bundle_k_25__episode_06,2,bundle_k_25,6,True,0.8414604663848877,0.8165277242660522
task_2__bundle_k_25__episode_07,2,bundle_k_25,7,True,0.9182096123695374,0.8672047853469849
task_2__bundle_k_25__episode_08,2,bundle_k_25,8,True,0.869129478931427,0.8001940250396729
task_2__bundle_k_25__episode_09,2,bundle_k_25,9,True,0.8124331831932068,0.839484453201294
task_2__bundle_k_25__episode_10,2,bundle_k_25,10,True,0.9065576195716858,0.7965703010559082
task_2__bundle_k_25__episode_11,2,bundle_k_25,11,True,0.8912363648414612,0.8098479509353638
task_2__bundle_k_25__episode_12,2,bundle_k_25,12,True,0.5586209893226624,0.8546387553215027
task_2__bundle_k_25__episode_13,2,bundle_k_25,13,False,0.39020004868507385,0.7689357995986938
task_2__bundle_k_25__episode_14,2,bundle_k_25,14,True,0.868848443031311,0.8486493825912476
task_2__bundle_k_25__episode_15,2,bundle_k_25,15,True,0.8396185040473938,0.8375891447067261
task_2__bundle_k_25__episode_16,2,bundle_k_25,16,False,0.23016831278800964,0.7698561549186707
task_2__bundle_k_25__episode_17,2,bundle_k_25,17,True,0.8643887042999268,0.7691342234611511
task_2__bundle_k_25__episode_18,2,bundle_k_25,18,True,0.8902015686035156,0.8278853893280029
task_2__bundle_k_25__episode_19,2,bundle_k_25,19,True,0.880617618560791,0.8721902370452881
task_2__bundle_k_2__episode_00,2,bundle_k_2,0,True,0.9151559472084045,0.7907721996307373
task_2__bundle_k_2__episode_01,2,bundle_k_2,1,True,0.8598363399505615,0.8175860643386841
task_2__bundle_k_2__episode_02,2,bundle_k_2,2,True,0.7348625659942627,0.7025314569473267
task_2__bundle_k_2__episode_03,2,bundle_k_2,3,True,0.8378267884254456,0.8254698514938354
task_2__bundle_k_2__episode_04,2,bundle_k_2,4,False,0.45531225204467773,0.8249872922897339
task_2__bundle_k_2__episode_05,2,bundle_k_2,5,True,0.7855817079544067,0.801673173904419
task_2__bundle_k_2__episode_06,2,bundle_k_2,6,True,0.8729698061943054,0.8337581157684326
task_2__bundle_k_2__episode_07,2,bundle_k_2,7,True,0.8502640724182129,0.8289648294448853
task_2__bundle_k_2__episode_08,2,bundle_k_2,8,False,0.6625112891197205,0.6967388391494751
task_2__bundle_k_2__episode_09,2,bundle_k_2,9,True,0.702402651309967,0.8090389966964722
task_2__bundle_k_2__episode_10,2,bundle_k_2,10,True,0.9134739637374878,0.7913033962249756
task_2__bundle_k_2__episode_11,2,bundle_k_2,11,True,0.855008065700531,0.7894753217697144
task_2__bundle_k_2__episode_12,2,bundle_k_2,12,True,0.8847444653511047,0.8298818469047546
task_2__bundle_k_2__episode_13,2,bundle_k_2,13,True,0.9080301523208618,0.812218189239502
task_2__bundle_k_2__episode_14,2,bundle_k_2,14,True,0.8547389507293701,0.7756729125976562
task_2__bundle_k_2__episode_15,2,bundle_k_2,15,True,0.8561490178108215,0.8698894381523132
task_2__bundle_k_2__episode_16,2,bundle_k_2,16,True,0.7163331508636475,0.8092743158340454
task_2__bundle_k_2__episode_17,2,bundle_k_2,17,True,0.7974526286125183,0.830710768699646
task_2__bundle_k_2__episode_18,2,bundle_k_2,18,True,0.6776097416877747,0.834035336971283
task_2__bundle_k_2__episode_19,2,bundle_k_2,19,False,0.562270998954773,0.8227024078369141
task_2__bundle_k_3__episode_00,2,bundle_k_3,0,True,0.9122983813285828,0.8052829504013062
task_2__bundle_k_3__episode_01,2,bundle_k_3,1,True,0.6343051791191101,0.8084876537322998
task_2__bundle_k_3__episode_02,2,bundle_k_3,2,True,0.8929997086524963,0.8206049203872681
task_2__bundle_k_3__episode_03,2,bundle_k_3,3,False,0.26154279708862305,0.7797954082489014
task_2__bundle_k_3__episode_04,2,bundle_k_3,4,True,0.8052137494087219,0.8468881845474243
task_2__bundle_k_3__episode_05,2,bundle_k_3,5,False,0.3654664158821106,0.7521478533744812
task_2__bundle_k_3__episode_06,2,bundle_k_3,6,True,0.7541099786758423,0.8121638298034668
task_2__bundle_k_3__episode_07,2,bundle_k_3,7,True,0.8979753851890564,0.8479893803596497
task_2__bundle_k_3__episode_08,2,bundle_k_3,8,True,0.8558894395828247,0.7549219727516174
task_2__bundle_k_3__episode_09,2,bundle_k_3,9,True,0.8471314907073975,0.8133330345153809
task_2__bundle_k_3__episode_10,2,bundle_k_3,10,True,0.8909510970115662,0.8268162608146667
task_2__bundle_k_3__episode_11,2,bundle_k_3,11,True,0.9025488495826721,0.7925640344619751
task_2__bundle_k_3__episode_12,2,bundle_k_3,12,True,0.8590015769004822,0.8194694519042969
task_2__bundle_k_3__episode_13,2,bundle_k_3,13,True,0.9199198484420776,0.8266235589981079
task_2__bundle_k_3__episode_14,2,bundle_k_3,14,True,0.8948180079460144,0.7771669030189514
task_2__bundle_k_3__episode_15,2,bundle_k_3,15,True,0.7410735487937927,0.8560301065444946
task_2__bundle_k_3__episode_16,2,bundle_k_3,16,True,0.6773734092712402,0.7755134105682373
task_2__bundle_k_3__episode_17,2,bundle_k_3,17,True,0.7687209844589233,0.7920008301734924
task_2__bundle_k_3__episode_18,2,bundle_k_3,18,True,0.7365021705627441,0.8320516347885132
task_2__bundle_k_3__episode_19,2,bundle_k_3,19,True,0.6750515699386597,0.8454872369766235
task_2__bundle_k_5__episode_00,2,bundle_k_5,0,True,0.9073846340179443,0.8138817548751831
task_2__bundle_k_5__episode_01,2,bundle_k_5,1,True,0.8292931318283081,0.8615851402282715
task_2__bundle_k_5__episode_02,2,bundle_k_5,2,False,0.5765296816825867,0.8550159931182861
task_2__bundle_k_5__episode_03,2,bundle_k_5,3,True,0.729948878288269,0.8311843872070312
task_2__bundle_k_5__episode_04,2,bundle_k_5,4,True,0.9112261533737183,0.8364046812057495
task_2__bundle_k_5__episode_05,2,bundle_k_5,5,True,0.7942268252372742,0.8429261445999146
task_2__bundle_k_5__episode_06,2,bundle_k_5,6,True,0.8506826758384705,0.8608502149581909
task_2__bundle_k_5__episode_07,2,bundle_k_5,7,True,0.872463583946228,0.8030194044113159
task_2__bundle_k_5__episode_08,2,bundle_k_5,8,True,0.7531777620315552,0.8268863558769226
task_2__bundle_k_5__episode_09,2,bundle_k_5,9,False,0.46877872943878174,0.8268184661865234
task_2__bundle_k_5__episode_10,2,bundle_k_5,10,True,0.8793885707855225,0.7766488194465637
task_2__bundle_k_5__episode_11,2,bundle_k_5,11,True,0.87003093957901,0.8364774584770203
task_2__bundle_k_5__episode_12,2,bundle_k_5,12,False,0.564971923828125,0.7864168882369995
task_2__bundle_k_5__episode_13,2,bundle_k_5,13,True,0.7792619466781616,0.8475637435913086
task_2__bundle_k_5__episode_14,2,bundle_k_5,14,True,0.8858177065849304,0.8398867845535278
task_2__bundle_k_5__episode_15,2,bundle_k_5,15,True,0.9095242619514465,0.832024335861206
task_2__bundle_k_5__episode_16,2,bundle_k_5,16,True,0.7817329168319702,0.8539425134658813
task_2__bundle_k_5__episode_17,2,bundle_k_5,17,True,0.8384495973587036,0.812344491481781
task_2__bundle_k_5__episode_18,2,bundle_k_5,18,True,0.8321373462677002,0.8472240567207336
task_2__bundle_k_5__episode_19,2,bundle_k_5,19,False,0.25072917342185974,0.7193328142166138
task_2__pretrain__episode_00,2,pretrain,0,False,0.9231011271476746,0.7768939733505249
task_2__pretrain__episode_01,2,pretrain,1,False,0.7363245487213135,0.7657601237297058
task_2__pretrain__episode_02,2,pretrain,2,False,0.7604383826255798,0.7656506299972534
task_2__pretrain__episode_03,2,pretrain,3,False,0.8145819902420044,0.7184650897979736
task_2__pretrain__episode_04,2,pretrain,4,False,0.882148027420044,0.7621043920516968
task_2__pretrain__episode_05,2,pretrain,5,False,0.5688709020614624,0.5954536199569702
task_2__pretrain__episode_06,2,pretrain,6,False,0.8106654286384583,0.7348067760467529
task_2__pretrain__episode_07,2,pretrain,7,False,0.5503629446029663,0.6831205487251282
task_2__pretrain__episode_08,2,pretrain,8,False,0.8145484924316406,0.7435247898101807
task_2__pretrain__episode_09,2,pretrain,9,False,0.8893947005271912,0.7668747305870056
task_2__pretrain__episode_10,2,pretrain,10,False,0.9122953414916992,0.6708520650863647
task_2__pretrain__episode_11,2,pretrain,11,False,0.693953812122345,0.6633409857749939
task_2__pretrain__episode_12,2,pretrain,12,False,0.8155534267425537,0.6527847051620483
task_2__pretrain__episode_13,2,pretrain,13,False,0.9127554297447205,0.7453334331512451
task_2__pretrain__episode_14,2,pretrain,14,False,0.9329392313957214,0.7814523577690125
task_2__pretrain__episode_15,2,pretrain,15,False,0.9369643330574036,0.7335504293441772
task_2__pretrain__episode_16,2,pretrain,16,False,0.6499729156494141,0.5849359631538391
task_2__pretrain__episode_17,2,pretrain,17,False,0.9254336357116699,0.6190722584724426
task_2__pretrain__episode_18,2,pretrain,18,False,0.8913128972053528,0.7919611930847168
task_2__pretrain__episode_19,2,pretrain,19,False,0.7390357255935669,0.696357250213623
